Reaction ID,Reaction name,Reaction equation,EC number,Enzyme molar mass [g/mol],Turnover number (kcat) [1/s]
PGPP140pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)",h2o_p + pgp140_p  -> pg140_p + pi_p ,3.1.3.27,24219.075000000004,24
PGPP141pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:1)",h2o_p + pgp141_p  -> pg141_p + pi_p ,3.1.3.27,24219.075000000004,24
PGPP160pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0)",h2o_p + pgp160_p  -> pg160_p + pi_p ,3.1.3.27,24219.075000000004,24
PGPP180pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0)",h2o_p + pgp180_p  -> pg180_p + pi_p ,3.1.3.27,24219.075000000004,24
PLIPA1E180pp,"Phospholipase A1 (phosphatidylethanolamine, n-C18:0) (periplasm)",h2o_p + pe180_p  -> h_p + ocdca_p + 2agpe180_p ,3.1.1.32,33162.049999999996,1.1
PLIPA1G140pp,"Phospholipase A1 (phosphatidylglycerol, n-C14:0) (periplasm)",h2o_p + pg140_p  -> h_p + ttdca_p + 2agpg140_p ,"3.1.1.32, 3.1.1.4",33162.049999999996,2.48
PLIPA1G161pp,"Phospholipase A1 (phosphatidylglycerol, n-C16:1) (periplasm)",h2o_p + pg161_p  -> h_p + 2agpg161_p + hdcea_p ,"3.1.1.32, 3.1.1.4",33162.049999999996,2.48
CLPNS160pp_f,"Cardiolipin synthase (periplasmic, n-C16:0)",2 pg160_p  -> glyc_p + clpn160_p ,2.7.8.-,51226.469999999994,1
CLPNS161pp_f,"Cardiolipin synthase (periplasmic, n-C16:1)",2 pg161_p  -> clpn161_p + glyc_p ,2.7.8.-,51226.469999999994,1
PG160abcpp,"Phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)",atp_c + pg160_c + h2o_c  -> h_c + adp_c + pi_c + pg160_p ,3.6.3.-,64458.75,95.19583333333334
PGP140abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm)",atp_c + pgp140_c + h2o_c  -> h_c + adp_c + pi_c + pgp140_p ,3.6.3.-,64458.75,95.19583333333334
PAPA120pp,"Phosphatidate phosphatase (periplasmic, n-C12:0)",h2o_p + pa120_p  -> 12dgr120_p + pi_p ,"3.1.3.27, 3.6.1.27",29020.54,152
PAPA140pp,"Phosphatidate phosphatase (periplasmic, n-C14:0)",h2o_p + pa140_p  -> 12dgr140_p + pi_p ,"3.1.3.27, 3.6.1.27",29020.54,152
PAPA141pp,"Phosphatidate phosphatase (periplasmic, n-C14:1)",h2o_p + pa141_p  -> 12dgr141_p + pi_p ,"3.1.3.27, 3.6.1.27",29020.54,152
PAPA160pp,"Phosphatidate phosphatase (periplasmic, n-C16:0)",h2o_p + pa160_p  -> pi_p + 12dgr160_p ,3.1.3.4,29020.54,184
PAPA161pp,"Phosphatidate phosphatase (periplasmic, n-C16:1)",h2o_p + pa161_p  -> 12dgr161_p + pi_p ,"3.1.3.27, 3.6.1.27",29020.54,152
PAPA180pp,"Phosphatidate phosphatase (periplasmic, n-C18:0)",h2o_p + pa180_p  -> 12dgr180_p + pi_p ,"3.1.3.27, 3.6.1.27",29020.54,152
HPYRI_f,Hydroxypyruvate isomerase,hpyr_c  -> 2h3oppan_c ,5.3.1.22,29376.6,1265.4616666666666
TPRDCOAS,Triphosphoribosyl-dephospho-CoA synthase,atp_c + dpcoa_c  -> 2tpr3dpcoa_c + ade_c ,2.4.2.52,31643.6,0.014150000000000001
GAMptspp,D-glucosamine transport via PEP:Pyr PTS (periplasm),pep_c + gam_p  -> gam6p_c + pyr_c ,2.7.1.191,166243.38999999998,3204
GSNt2pp,Guanosine transport in via proton symport (periplasm),h_p + gsn_p  -> h_c + gsn_c ,,46388,22
GSNtex_f,Guanosine transport via diffusion (extracellular to periplasm),gsn_e  -> gsn_p ,,39959.4825,100000000
FORtex_f,Formate transport via diffusion (extracellular to periplasm),for_e  -> for_p ,,39959.4825,100000000
D_LACt2pp_f,D-lactate transport via proton symport (periplasm),h_p + lac__D_p  -> h_c + lac__D_c ,,59042.63500000001,22
RIBtex_f,Ribose transport via diffusion (extracellular to periplasm),rib__D_e  -> rib__D_p ,,39959.4825,100000000
FLVRx,Flavin reductase (NAD),h_c + ribflv_c + nadh_c  -> nad_c + rbflvrd_c ,1.5.1.41,26241.19,36.35
THMtex_f,Thiamine transport via diffusion (extracellular to periplasm),thm_e  -> thm_p ,,39959.4825,100000000
XYLUtex_f,L-xylulose transport via diffusion (extracellular to periplasm),xylu__L_e  -> xylu__L_p ,,39959.4825,100000000
ALLtex_f,Allose transport via diffusion (extracellular to periplasm),all__D_e  -> all__D_p ,,39959.4825,100000000
GGPTRCO,Gamma glutamyl putrescine oxidase,o2_c + ggptrc_c + h2o_c  -> nh4_c + h2o2_c + ggbutal_c ,1.4.3.-,47168.06999999999,84.07596666666669
34dhpactex_f,Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),34dhpac_e  -> 34dhpac_p ,,39959.4825,100000000
MALTHXtexi,Maltohexaose transport via diffusion (extracellular to periplasm) irreversible,malthx_e  -> malthx_p ,,49910.62,100000000
HYD1pp,Hydrogenase (ubiquinone-8: 2 protons) (periplasm),2 h_c + q8_c + h2_c  -> 2 h_p + q8h2_c ,1.12.99.6,182784.33666666667,1500
FE3DHBZStonex,"Ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular)",h_p + fe3dhbzs_e  -> h_c + fe3dhbzs_p ,,145777.605,22
23DAPPAtex_f,"2,3-diaminopropionate transport via diffusion",23dappa_e  -> 23dappa_p ,,39959.4825,100000000
ECAP3pp,Enterobacterial common antigen polymerase (periplasm),eca3und_p + unagamuf_p  -> eca4und_p + udcpdp_p + h_p ,2.4.1.-,90985.70999999999,18.3185
FEOXAMtonex,Ferroxamine transport via ton system (extracellular),h_p + feoxam_e  -> h_c + feoxam_p ,,150031.87000000002,22
FMNRx,FMN reductase,h_c + fmn_c + nadh_c  -> nad_c + fmnh2_c ,1.5.1.38,23746.96,34
PHEt2rpp_f,L-phenylalanine reversible transport via proton symport (periplasm),h_p + phe__L_p  -> h_c + phe__L_c ,,50182.47,22
DHBS,"2,3-dihydroxybenzoate adenylate synthase",h_c + atp_c + 23dhb_c  -> 23dhba_c + ppi_c ,2.7.7.58,59110.41,5.665
MDDCP1pp,"Murein D,D-carboxypeptidase (murein5px4p) (periplasm)",h2o_p + murein5px4p_p  -> murein4px4p_p + ala__D_p ,3.4.16.4,45465.03333333333,1.41
GUI2_f,Glucuronate isomerase (D-galacturonate),galur_c  -> tagur_c ,5.3.1.12,53985.54,2.4
OMBZLM,2-Octaprenyl-6-methoxy-benzoquinol methylase,amet_c + 2ombzl_c  -> h_c + ahcys_c + 2ommbl_c ,"2.1.1.163, 2.1.1.201",28072.3,0.0524684
GLYCK,Glycerate kinase,atp_c + glyc__R_c  -> h_c + 3pg_c + adp_c ,2.7.1.31,38733.52,350
MLTG5,Maltodextrin glucosidase (maltoheptaose),h2o_c + malthp_c  -> glc__D_c + malthx_c ,3.2.1.20,69038.91,845
GPDDA3,Glycerophosphodiester phosphodiesterase (Glycerophosphoserine),g3ps_c + h2o_c  -> h_c + glyc3p_c + ser__L_c ,3.1.4.46,27408.809999999998,2.8
2DOXG6PP,2 deoxyglucose 6 phosphatase,2doxg6p_c + h2o_c  -> pi_c + 2dglc_c ,"3.1.3.23, 3.1.3.74",26853.322500000002,0.766
AGMH,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl beta -1,4-N-acetylglucosaminidase",h2o_c + anhgm_c  -> acgam_c + anhm_c ,3.2.1.52,37593.57,185.2
MPTG,Murein polymerizing transglycosylase,2 uaagmda_c  -> 2 h_c + murein5p5p_p + 2 udcpdp_c ,2.4.1.129,176297.89749999996,36.57
MPTG2,Murein polymerizing transglycosylase 2 (three linked units),murein5p5p_p + uaagmda_c  -> h_c + udcpdp_c + murein5p5p5p_p ,2.4.1.129,176297.89749999996,36.57
MCTP1App,Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),murein5p5p_p  -> murein5px4p_p + ala__D_p ,3.4.16.4,228655.21,1.41
MCTP2App,Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),murein5p5p5p_p  -> murein5px4px4p_p + 2 ala__D_p ,3.4.16.4,228655.21,1.41
MCTP1Bpp,Murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm),murein5p5p_p  -> alaala_p + murein5px3p_p ,2.-.-.-,51945.81999999999,79.47949376339285
MELIBt3ipp,Melibiose transport in via antiport (periplasm),h_p + melib_c  -> h_c + melib_p ,,42537.22,22
GLCtex_copy2_f,Glucose transport via diffusion (extracellular to periplasm),glc__D_e  -> glc__D_p ,,39959.4825,100000000
NAt3pp,Sodium transport out via proton antiport (cytoplasm to periplasm),h_p + na1_c  -> h_c + na1_p ,,41743.71,22
SFGTHi,S-Formylglutathione hydralase,h2o_c + Sfglutth_c  -> h_c + gthrd_c + for_c ,3.1.2.12,31340.925000000003,17.505
K2L4Aabcpp,KDO(2)-lipid IV A transport via ABC system (periplasm),atp_c + h2o_c + kdo2lipid4_c  -> h_c + adp_c + pi_c + kdo2lipid4_p ,3.6.3.-,64458.75,95.19583333333334
DSBCGT,DsbC:glutathione thiotransferase,dsbcox_p + 2 gthrd_p  -> dsbcrd_p + gthox_p ,5.3.4.1,25620.92,0.000564
DSBGGT,DsbG:glutathione thiotransferase,dsbgox_p + 2 gthrd_p  -> gthox_p + dsbgrd_p ,,27494.23,22
DHNAOT4,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",h_c + dhna_c + octdp_c  -> ppi_c + 2dmmql8_c + co2_c ,2.5.1.74,33593.2,16.08025
AMPMS2,4-amino-2-methyl-5-phosphomethylpyrimidine synthetase,nad_c + air_c + h2o_c  -> 3 h_c + 4ampm_c + nadh_c + 2 for_c ,4.1.99.17,70848.20999999999,2.8482833333333333
THIORDXi,Hydrogen peroxide reductase (thioredoxin),h2o2_c + trdrd_c  -> trdox_c + 2 h2o_c ,"1.11.1.15, 1.11.1.9",27686.726666666662,146.20000000000002
PPPGO3,Protoporphyrinogen oxidase (anaerobic),3 fum_c + pppg9_c  -> ppp9_c + 3 succ_c ,1.3.5.3,21225.620000000003,0.292
PDX5POi,Pyridoxine 5'-phosphate oxidase,o2_c + pdx5p_c  -> pydx5p_c + h2o2_c ,1.4.3.5,25544.359999999997,0.13
PLIPA1A181pp,"Phospholipase A1 (phosphatidate, n-C18:1) (periplasm)",h2o_p + pa181_p  -> ocdcea_p + 2odec11eg3p_p ,"3.1.1.32, 3.1.1.4",33162.049999999996,2.48
LPLIPAL2A141,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)",2tdec7eg3p_c + h2o_c  -> 2 h_c + glyc3p_c + ttdcea_c ,3.1.1.5,38977.05,1016
HG2t3pp,Mercury (Hg+2) transport out via proton antiport (periplasm),h_p + hg2_c  -> h_c + hg2_p ,,32926.350000000006,22
CYTBO3_4pp,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),4 h_c + 0.5 o2_c + q8h2_c  -> 4 h_p + h2o_c + q8_c ,1.10.3.10,143873.26,320.5
EAR141x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1),h_c + t3c7mrseACP_c + nadh_c  -> nad_c + tdeACP_c ,1.3.1.9,27863.119999999995,5.3
EAR181x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1),h_c + t3c11vaceACP_c + nadh_c  -> nad_c + octeACP_c ,1.3.1.9,27863.119999999995,5.3
EAR181y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1),h_c + t3c11vaceACP_c + nadph_c  -> nadp_c + octeACP_c ,1.3.1.9,27863.119999999995,5.3
G3PAT141,Glycerol-3-phosphate acyltransferase (C14:1),glyc3p_c + tdeACP_c  -> 1tdec7eg3p_c + ACP_c ,2.3.1.15,99999.93,166.8
G3PAT181,Glycerol-3-phosphate acyltransferase (C18:1),glyc3p_c + octeACP_c  -> 1odec11eg3p_c + ACP_c ,2.3.1.15,99999.93,166.8
DASYN140,CDP-diacylglycerol synthetase (n-C14:0),h_c + ctp_c + pa140_c  -> cdpdtdecg_c + ppi_c ,2.7.7.41,31453.04,8.92
DASYN180,CDP-diacylglycerol synthetase (n-C18:0),h_c + ctp_c + pa180_c  -> cdpdodecg_c + ppi_c ,2.7.7.41,31453.04,8.92
DASYN141,CDP-diacylglycerol synthetase (n-C14:1),h_c + pa141_c + ctp_c  -> cdpdtdec7eg_c + ppi_c ,2.7.7.41,31453.04,8.92
CDAPPA160,CDP-Diacylglycerol pyrophostatase (n-C16:0),h2o_c + cdpdhdecg_c  -> 2 h_c + pa160_c + cmp_c ,3.6.1.26,28449.92,90.13177272727273
CDAPPA141,CDP-Diacylglycerol pyrophostatase (n-C14:1),cdpdtdec7eg_c + h2o_c  -> 2 h_c + pa141_c + cmp_c ,3.6.1.26,28449.92,90.13177272727273
PGSA141,Phosphatidylglycerol synthase (n-C14:1),glyc3p_c + cdpdtdec7eg_c  -> h_c + pgp141_c + cmp_c ,2.7.8.5,20700.12,1
5DOAN,5'-deoxyadenosine nuclosidase,dad_5_c + h2o_c  -> 5drib_c + ade_c ,3.2.2.9,24353.350000000002,4
FACOAE120,Fatty-acid-CoA thioesterase (dodecanoate),ddcacoa_c + h2o_c  -> h_c + ddca_c + coa_c ,3.1.2.-,31965.329999999998,7.3454999999999995
3OAR120_f,3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0),h_c + 3oddecACP_c + nadph_c  -> nadp_c + 3hddecACP_c ,1.1.1.100,25559.58,99.3
3HAD80,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0),3hoctACP_c  -> toct2eACP_c + h2o_c ,4.2.1.59,18000.449999999997,368.4865
3HAD120,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0),3hddecACP_c  -> h2o_c + tddec2eACP_c ,4.2.1.59,18000.449999999997,368.4865
EAR180x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0),h_c + toctd2eACP_c + nadh_c  -> nad_c + ocdcaACP_c ,1.3.1.9,27863.119999999995,5.3
SO4t2pp,Sulfate transport in via proton symport (periplasm to cytoplasm),h_p + so4_p  -> h_c + so4_c ,,29304.200000000004,22
EAR180y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0),h_c + toctd2eACP_c + nadph_c  -> nadp_c + ocdcaACP_c ,1.3.1.9,27863.119999999995,5.3
AGPAT120,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0),ddcaACP_c + 1ddecg3p_c  -> pa120_c + ACP_c ,2.3.1.51,27452.38,46.809013666666665
PGPP120,Phosphatidylglycerol phosphate phosphatase (n-C14:0),h2o_c + pgp120_c  -> pi_c + pg120_c ,3.1.3.27,24219.075000000004,24
DAGK120,Diacylglycerol kinase (n-C12:0),atp_c + 12dgr120_c  -> h_c + adp_c + pa120_c ,2.7.1.107,13244.38,10.403333333333334
PSSA180,Phosphatidylserine syntase (n-C18:0),ser__L_c + cdpdodecg_c  -> h_c + ps180_c + cmp_c ,2.7.8.8,52800.22,1
PSSA161,Phosphatidylserine syntase (n-C16:1),cdpdhdec9eg_c + ser__L_c  -> h_c + ps161_c + cmp_c ,2.7.8.8,52800.22,1
PSSA141,Phosphatidylserine syntase (n-C14:1),ser__L_c + cdpdtdec7eg_c  -> h_c + cmp_c + ps141_c ,2.7.8.8,52800.22,1
PSD160,Phosphatidylserine decarboxylase (n-C16:0),h_c + ps160_c  -> pe160_c + co2_c ,4.1.1.65,35933.3,75.042
PSD161,Phosphatidylserine decarboxylase (n-C16:1),h_c + ps161_c  -> pe161_c + co2_c ,4.1.1.65,35933.3,75.042
PSD180,Phosphatidylserine decarboxylase (n-C18:0),h_c + ps180_c  -> pe180_c + co2_c ,4.1.1.65,35933.3,75.042
COLIPAabcpp,Core oligosaccharide lipid A transport via ABC system (periplasm),atp_c + h2o_c + colipa_c  -> h_c + adp_c + pi_c + colipa_p ,3.6.3.-,64458.75,95.19583333333334
PLIPA2A140pp,"Phospholipase A2 (phosphatidate, n-C14:0) (periplasm)",h2o_p + pa140_p  -> h_p + ttdca_p + 1tdecg3p_p ,3.1.1.4,33162.049999999996,3.86
PLIPA2A141pp,"Phospholipase A2 (phosphatidate, n-C14:1) (periplasm)",h2o_p + pa141_p  -> h_p + ttdcea_p + 1tdec7eg3p_p ,3.1.1.4,33162.049999999996,3.86
PLIPA2A180pp,"Phospholipase A2 (phosphatidate, n-C18:0) (periplasm)",h2o_p + pa180_p  -> 1odecg3p_p + h_p + ocdca_p ,3.1.1.4,33162.049999999996,3.86
GAM6Pt6_2pp,D-Glucosamine 6-phosphate transport via phosphate antiport (periplasm),2 pi_c + gam6p_p  -> gam6p_c + 2 pi_p ,,50605.240000000005,22
PPALtex_f,Propanal transport via diffusion (extracellular to periplasm),ppal_e  -> ppal_p ,,39959.4825,100000000
CA2tex_f,Calcium (Ca+2) transport via diffusion (extracellular to periplasm),ca2_e  -> ca2_p ,,39959.4825,100000000
CUtex_f,Copper (Cu+1) transport via diffusion (extracellular to periplasm),cu_e  -> cu_p ,,39959.4825,100000000
CU1Opp,Cuprous Oxidase (Cu+1),4 h_p + o2_p + 4 cu_p  -> 4 cu2_p + 2 h2o_p ,1.16.3,56554.499999999985,15.8
SUCDi,Succinate dehydrogenase (irreversible),q8_c + succ_c  -> q8h2_c + fum_c ,1.3.5.1,118300.85,110
LPLIPAL1E141pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:1) (periplasm)",h2o_p + 1agpe141_p  -> h_p + g3pe_p + ttdcea_p ,3.1.1.5,23621.5,1016
LALDO2x,D-Lactaldehyde:NAD+ 1-oxidoreductase,h_c + mthgxl_c + nadh_c  -> nad_c + lald__D_c ,1.1.1.6,38711.20999999999,3.3
12PPDRtex_f,"(R)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)",12ppd__R_e  -> 12ppd__R_p ,,39959.4825,100000000
LPLIPAL1E160pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm)",h2o_p + 1agpe160_p  -> hdca_p + h_p + g3pe_p ,3.1.1.5,23621.5,1016
LPLIPAL1E180pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm)",h2o_p + 1agpe180_p  -> h_p + g3pe_p + ocdca_p ,3.1.1.5,23621.5,1016
LPLIPAL1E181pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm)",h2o_p + 1agpe181_p  -> ocdcea_p + h_p + g3pe_p ,3.1.1.5,23621.5,1016
LPLIPAL1G160pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)",h2o_p + 1agpg160_p  -> hdca_p + h_p + g3pg_p ,3.1.1.5,23621.5,1016
LPLIPAL1G161pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:1) (periplasm)",h2o_p + 1agpg161_p  -> h_p + g3pg_p + hdcea_p ,3.1.1.5,23621.5,1016
LPLIPAL1G120pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C12:0) (periplasm)",h2o_p + 1agpg120_p  -> h_p + g3pg_p + ddca_p ,3.1.1.5,23621.5,1016
PLIPA2E140pp,"Phospholipase A2 (phosphatidylethanolamine, n-C14:0) (periplasm)",pe140_p + h2o_p  -> h_p + ttdca_p + 1agpe140_p ,"3.1.1.32, 3.1.1.4",33162.049999999996,2.48
PLIPA2E160pp,"Phospholipase A2 (phosphatidylethanolamine, n-C16:0) (periplasm)",h2o_p + pe160_p  -> hdca_p + h_p + 1agpe160_p ,"3.1.1.32, 3.1.1.4",33162.049999999996,2.48
PLIPA2A161pp,"Phospholipase A2 (phosphatidate, n-C16:1) (periplasm)",h2o_p + pa161_p  -> h_p + 1hdec9eg3p_p + hdcea_p ,"3.1.1.32, 3.1.1.4",33162.049999999996,2.48
PLIPA2A181pp,"Phospholipase A2 (phosphatidate, n-C18:1) (periplasm)",h2o_p + pa181_p  -> ocdcea_p + h_p + 1odec11eg3p_p ,"3.1.1.32, 3.1.1.4",33162.049999999996,2.48
F6Ptex_f,Fructose 6-phosphate transport via diffusion (extracellular to periplasm),f6p_e  -> f6p_p ,,39959.4825,100000000
GAMAN6Ptex_f,D-glucosamine 6-phosphate transport via diffusion (extracellular to periplasm),gam6p_e  -> gam6p_p ,,39959.4825,100000000
ALR4x,Aldose reductase (acetol),h_c + acetol_c + nadh_c  -> nad_c + 12ppd__R_c ,1.1.1.6,38711.20999999999,3.3
LPLIPAL1G141pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:1) (periplasm)",h2o_p + 1agpg141_p  -> h_p + ttdcea_p + g3pg_p ,3.1.1.5,23621.5,1016
LPLIPAL1G180pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0) (periplasm)",h2o_p + 1agpg180_p  -> h_p + ocdca_p + g3pg_p ,3.1.1.5,23621.5,1016
LPLIPAL1G181pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)",h2o_p + 1agpg181_p  -> ocdcea_p + h_p + g3pg_p ,3.1.1.5,23621.5,1016
ACONTb_f,"Aconitase (half-reaction B, Isocitrate hydro-lyase)",h2o_c + acon_C_c  -> icit_c ,4.2.1.3,95584.69499999999,71
GLCP2,Glycogen phosphorylase,pi_c + bglycogen_c  -> g1p_c ,2.4.1.1,91844.8,47
F6Pt6_2pp,Fructose-6-phosphate transport via phosphate antiport (periplasm),2 pi_c + f6p_p  -> f6p_c + 2 pi_p ,,50605.240000000005,22
PLIPA2E141pp,"Phospholipase A2 (phosphatidylethanolamine, n-C14:1) (periplasm)",h2o_p + pe141_p  -> h_p + ttdcea_p + 1agpe141_p ,"3.1.1.32, 3.1.1.4",33162.049999999996,2.48
PLIPA2E181pp,"Phospholipase A2 (phosphatidylethanolamine, n-C18:1) (periplasm)",h2o_p + pe181_p  -> ocdcea_p + h_p + 1agpe181_p ,"3.1.1.32, 3.1.1.4",33162.049999999996,2.48
PLIPA2G140pp,"Phospholipase A2 (phosphatidylglycerol, n-C14:0) (periplasm)",h2o_p + pg140_p  -> h_p + ttdca_p + 1agpg140_p ,"3.1.1.32, 3.1.1.4",33162.049999999996,2.48
3HAD161,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1),3hcpalm9eACP_c  -> t3c9palmeACP_c + h2o_c ,4.2.1.59,18000.449999999997,368.4865
PLIPA2G160pp,"Phospholipase A2 (phosphatidylglycerol, n-C16:0) (periplasm)",h2o_p + pg160_p  -> hdca_p + h_p + 1agpg160_p ,"3.1.1.32, 3.1.1.4",33162.049999999996,2.48
PLIPA2G181pp,"Phospholipase A2 (phosphatidylglycerol, n-C18:1) (periplasm)",h2o_p + pg181_p  -> ocdcea_p + 1agpg181_p + h_p ,"3.1.1.32, 3.1.1.4",33162.049999999996,2.48
ASNS1,Asparagine synthase (glutamine-hydrolysing),asp__L_c + atp_c + gln__L_c + h2o_c  -> h_c + ppi_c + glu__L_c + asn__L_c + amp_c ,6.3.5.4,62657.07000000001,2.6799999999999997
EAR80y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C8:0),h_c + toct2eACP_c + nadph_c  -> ocACP_c + nadp_c ,1.3.1.9,27863.119999999995,5.3
EAR120y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0),h_c + tddec2eACP_c + nadph_c  -> nadp_c + ddcaACP_c ,1.3.1.9,27863.119999999995,5.3
3OAR181,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1),h_c + 3ocvac11eACP_c + nadph_c  -> nadp_c + 3hcvac11eACP_c ,1.1.1.100,25559.58,0.59
3HAD121,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1),3hcddec5eACP_c  -> t3c5ddeceACP_c + h2o_c ,4.2.1.59,18000.449999999997,368.4865
EAR121y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1),h_c + t3c5ddeceACP_c + nadph_c  -> nadp_c + cddec5eACP_c ,1.3.1.9,27863.119999999995,5.3
GTHRDHpp,Glutathione hydralase (periplasmic),h2o_p + gthrd_p  -> cgly_p + glu__L_p ,2.3.2.2,61765.95999999999,21.5
PROGLYtex_f,L-Prolinylglycine transport via diffusion (extracellular to periplasm),progly_e  -> progly_p ,,39959.4825,100000000
MDDCP2pp,"Murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)",h2o_p + murein5px4px4p_p  -> ala__D_p + murein4px4px4p_p ,3.4.16.4,45465.03333333333,1.41
MDDCP3pp,"Murein D,D-carboxypeptidase (murein5p5p) (periplasm)",murein5p5p_p + h2o_p  -> murein5p4p_p + ala__D_p ,3.4.16.4,45465.03333333333,1.41
EAR140x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0),h_c + tmrs2eACP_c + nadh_c  -> nad_c + myrsACP_c ,1.3.1.9,27863.119999999995,5.3
EAR40y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0),h_c + nadph_c + but2eACP_c  -> butACP_c + nadp_c ,1.3.1.9,27863.119999999995,5.3
3OAS181,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1),h_c + hdeACP_c + malACP_c  -> 3ocvac11eACP_c + co2_c + ACP_c ,2.3.1.179,43044.46,0.725
EAR161y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1),h_c + t3c9palmeACP_c + nadph_c  -> hdeACP_c + nadp_c ,1.3.1.9,27863.119999999995,5.3
G3PAT140,Glycerol-3-phosphate acyltransferase (C14:0),glyc3p_c + myrsACP_c  -> 1tdecg3p_c + ACP_c ,2.3.1.15,99999.93,166.8
G3PAT160,Glycerol-3-phosphate acyltransferase (C16:0),glyc3p_c + palmACP_c  -> 1hdecg3p_c + ACP_c ,2.3.1.15,99999.93,166.8
G3PAT161,Glycerol-3-phosphate acyltransferase (C16:1),glyc3p_c + hdeACP_c  -> 1hdec9eg3p_c + ACP_c ,2.3.1.15,99999.93,166.8
AGPAT160,1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0),1hdecg3p_c + palmACP_c  -> pa160_c + ACP_c ,2.3.1.51,27452.38,46.809013666666665
CDAPPA140,CDP-Diacylglycerol pyrophostatase (n-C14:0),cdpdtdecg_c + h2o_c  -> 2 h_c + pa140_c + cmp_c ,3.6.1.26,28449.92,90.13177272727273
MLDCP1App,"Murein L,D-carboxypeptidase (murein5px4p) (periplasm)",h2o_p + murein5px4p_p  -> murein3px4p_p + alaala_p ,2.-.-.-,41252.136,106.3
EAR160y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:0),h_c + tpalm2eACP_c + nadph_c  -> nadp_c + palmACP_c ,1.3.1.9,27863.119999999995,5.3
EAR100y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0),h_c + tdec2eACP_c + nadph_c  -> nadp_c + dcaACP_c ,1.3.1.9,27863.119999999995,5.3
3OAR141,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1),h_c + nadph_c + 3ocmrs7eACP_c  -> nadp_c + 3hcmrs7eACP_c ,1.1.1.100,25559.58,0.59
3OAR161,3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1),h_c + 3ocpalm9eACP_c + nadph_c  -> 3hcpalm9eACP_c + nadp_c ,1.1.1.100,25559.58,0.59
